"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM1","Území","Uz0","Měsíce","CasM","Hodnota"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2023","2023-03","42855"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2023","2023-04","43300"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2023","2023-05","43500"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2023","2023-06","54000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2023","2023-07","47000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2023","2023-08","47000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2023","2023-09","45279"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2023","2023-10","54000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2023","2023-11","54000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2023","2023-12","46678"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2024","2024-01","45000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2024","2024-02","44000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2024","2024-03","45000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2024","2024-04","45000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2024","2024-05","43265"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2024","2024-06","49550"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2024","2024-07","46584"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2024","2024-08","42800"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2024","2024-09","40448"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2024","2024-10","40092"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2024","2024-11","40473"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2024","2024-12","40306"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","leden 2025","2025-01","40603"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","únor 2025","2025-02","39241"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","březen 2025","2025-03","39222"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","duben 2025","2025-04","40164"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","květen 2025","2025-05","41518"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červen 2025","2025-06","42537"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","červenec 2025","2025-07","44623"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","srpen 2025","2025-08","51370"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","září 2025","2025-09","45518"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","říjen 2025","2025-10","42086"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","listopad 2025","2025-11","37000"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Prasata jatečná v živém [t]","4610","Česko","CZ","prosinec 2025","2025-12","34330"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","leden 2010","2010-01","6722"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","únor 2010","2010-02","6924"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","březen 2010","2010-03","7089"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","duben 2010","2010-04","7161"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","květen 2010","2010-05","7239"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","červen 2010","2010-06","7314"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","červenec 2010","2010-07","7372"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","srpen 2010","2010-08","7403"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","září 2010","2010-09","7508"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","říjen 2010","2010-10","7645"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","listopad 2010","2010-11","7838"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","prosinec 2010","2010-12","7975"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","leden 2011","2011-01","8110"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","únor 2011","2011-02","8122"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","březen 2011","2011-03","8176"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","duben 2011","2011-04","8238"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","květen 2011","2011-05","8268"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","červen 2011","2011-06","8288"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","červenec 2011","2011-07","8276"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","srpen 2011","2011-08","8305"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","září 2011","2011-09","8312"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","říjen 2011","2011-10","8339"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","listopad 2011","2011-11","8392"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","prosinec 2011","2011-12","8462"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","leden 2012","2012-01","8465"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","únor 2012","2012-02","8371"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","březen 2012","2012-03","8351"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","duben 2012","2012-04","8194"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","květen 2012","2012-05","7933"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","červen 2012","2012-06","7626"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","červenec 2012","2012-07","7388"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","srpen 2012","2012-08","7258"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","září 2012","2012-09","7255"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","říjen 2012","2012-10","7351"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","listopad 2012","2012-11","7541"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","prosinec 2012","2012-12","7731"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","leden 2013","2013-01","7898"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","únor 2013","2013-02","7943"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","březen 2013","2013-03","8056"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","duben 2013","2013-04","8136"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","květen 2013","2013-05","8210"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","červen 2013","2013-06","8249"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","červenec 2013","2013-07","8306"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","srpen 2013","2013-08","8377"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","září 2013","2013-09","8500"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","říjen 2013","2013-10","8719"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","listopad 2013","2013-11","9045"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","prosinec 2013","2013-12","9365"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","leden 2014","2014-01","9567"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","únor 2014","2014-02","9728"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","březen 2014","2014-03","9795"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","duben 2014","2014-04","9808"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","květen 2014","2014-05","9780"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","červen 2014","2014-06","9677"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","červenec 2014","2014-07","9550"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","srpen 2014","2014-08","9515"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","září 2014","2014-09","9331"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","říjen 2014","2014-10","9156"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","listopad 2014","2014-11","9085"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","prosinec 2014","2014-12","9011"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","leden 2015","2015-01","8952"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","únor 2015","2015-02","8614"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","březen 2015","2015-03","8478"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","duben 2015","2015-04","8378"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","květen 2015","2015-05","8240"
"Průměrná cena zemědělských výrobků (Kč)","6277","Mléko kravské Q. tř. j. [tis. l.]","4911","Česko","CZ","červen 2015","2015-06","7818"
